id,text,label
190002,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Shelter and Settlements (USAID/OFDA)",0
199111,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Shelter and Settlements

( USAID/OFDA)",0
199795,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Agriculture and Food Security (USAID/OFDA)",0
183061,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Shelter and Settlements,Risk Management Policy and Practice (USAID/OFDA)",0
199891,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Agriculture and Food Security (USAID/OFDA)",0
183614,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Agriculture and Food Security ( USAID/OFDA)",0
182914,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Shelter and Settlements,Agriculture and Food Security (USAID/OFDA)",0
180478,"Water, Sanitation and Hygiene,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Protection,Shelter and Settlements_x000D__x000D_
( USAID/OFDA)",0
180479,"Water, Sanitation and Hygiene,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Protection,Shelter and Settlements_x000D__x000D_
( USAID/OFDA)",0
199889,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Shelter and Settlements,Agriculture and Food Security (USAID/OFDA)",0
197087,"Water, Sanitation and Hygiene,Nutrition,Multipurpose Cash Assistance,Protection ( USAID/OFDA)",0
182905,"Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection (USAID/OFDA)",0
163305,"WASH, CASH & Livestock Support in Borena Zone",0
199428,"Health,Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Shelter and Settlements (USAID/OFDA)",0
183486,"Health,Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Protection,Shelter and Settlements (USAID/OFDA)",0
182814,"Water, Sanitation and Hygiene,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Protection,Shelter and Settlements,Humanitarian Coordination and Info Management,Risk Management Policy and Practice ( USAID/OFDA)",0
199855,"Integrated response, offering lifesaving support to these displaced Myanmar national providing health & medical service, Food & Non-Food Items, Shelter & Construction, Nutrition, Psycho-Social Support, Gender Based Violence and recently added to Cash Assistance Program to families, and particularly to the most vulnerable individuals including women, children, and the elderly",0
199776,"Health,Water, Sanitation and Hygiene,Nutrition,Multipurpose Cash Assistance,Shelter and Settlements,Agriculture and Food Security

(USAID/OFDA)",0
193033,"Hygiene, nutritional and winter assistance as cash as well as psychosocial support for conflict-affected needy along the line of contact, Eastern Ukraine. 2019: 962,089 €; 2020: 2,714,203 €; 2021: 1,257,996 € (2019 portion)",0
180073,"WASH, food security through cash transfers and safeguards in the state of Bieh; 2018: 712.500,00 € 2019: 2.250.000,00 € 2020: 1.312.500,00 €, Multiyear 2018-2020, total award Euro 4,275,000",0
202522,"Capacity Building, Food Security, Health, Logistics Support and Relief Commodities, Multipurpose Cash Assistance, WASH through IPs (State/PRM)",0
204967,"First line response,support and access to most vulnerable IDPs and host community through immediate provision of shelter NFIs/Cash for rent/and CCCM activities in Dhi-Sufal district,Ibb governorate and Almaafer ,Dhubab district,Taiz governorate",0
204968,"First line response,support and access to most vulnerable IDPs and host community through immediate provision of shelter NFIs/Cash for rent/and CCCM activities in Dhi-Sufal district,Ibb governorate and Almaafer ,Dhubab district,Taiz governorate",0
199488,"Health,Water, Sanitation and Hygiene,Economic Recovery and Market Systems,Nutrition,Multipurpose Cash Assistance,Protection,Shelter and Settlements,Humanitarian Coordination and Info Management,Agriculture and Food Security,Risk Management Policy and Practice (USAID/OFDA)",0
182656,"Agriculture and Food Security, Economic Recovery and Market_x000D__x000D_
Systems, Health, Humanitarian Coordination and Information Management, Logistics Support and Relief Commodities,Multipurpose Cash Assistance, Nutrition, Protection, Shelter andSettlements, WASH through Non-Governmental Organization (NGO)_x000D__x000D_
Partners ( USAID/OFDA)",0
199257,"Health,Economic Recovery and Market Systems,Multipurpose Cash Assistance,Protection ( USAID/OFDA)",0
197765,"WASH, shelter, cash assistance, protection",0
198327,"Health,Water, Sanitation and Hygiene,Economic Recovery and Market Systems,Nutrition,Multipurpose Cash Assistance,Protection,Agriculture and Food Security (USAID/OFDA)",0
182909,"Health,Water, Sanitation and Hygiene,Economic Recovery and Market Systems,Nutrition,Multipurpose Cash Assistance,Protection,Agriculture and Food Security (USAID/OFDA)",0
199114,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Humanitarian Coordination and Info Management ( USAID/OFDA)",0
199536,"Multipurpose Cash Assistance,Humanitarian Coordination and Info Management,Agriculture and Food Security (USAID/OFDA)",0
181515,"Basic medical care and cash assistance in Iraq2018: 1.400.000,00 € 2019: 1.000.000,00 € 2020: 1.000.000,00 € (2019 portion)",0
166796,"Provision of cash for food and psychosocial support to IDP women, boys, girls and men, specific ESNFI needs assessment for particularly women headed households to respond most vulnerable families, and creating safe environment for affected children during emergencies in Kandahar, Hilmand, Uruzgan and Zabul provinces.",0
166797,"Provision of cash for food and psychosocial support to IDP women, boys, girls and men, specific ESNFI needs assessment for particularly women headed households to respond most vulnerable families, and creating safe environment for affected children during emergencies in Kandahar, Hilmand, Uruzgan and Zabul provinces.",0
166798,"Provision of cash for food and psychosocial support to IDP women, boys, girls and men, specific ESNFI needs assessment for particularly women headed households to respond most vulnerable families, and creating safe environment for affected children during emergencies in Kandahar, Hilmand, Uruzgan and Zabul provinces.",0
181514,"Basic medical care and cash assistance in Iraq2018: 1.400.000,00 €    2019: 1.000.000,00 €    2020: 1.000.000,00 € (2018 portion)",0
192015,"RRM: Assist flood affected people with NFIs, unconditional cash transfers and psycho social support",0
199537,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Shelter and Settlements (USAID/OFDA)",0
183787,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Shelter and Settlements ( USAID/OFDA)",0
184562,"Cash Assistance, Health, Livelihoods, Shelter and Settlements, WASH (STATE/PRM)",0
204963,"Food security assistance through cash plus, agriculture and fishery inputs in the most vulnerable districts of Al-Hodaydah, Al-Mahwait, Lahij and Taiz governorates in Yemen",0
200901,"Capacity Building, Cash-Based Programming, Health, Protection, Livelihoods, Relief Commodities, Shelter and Settlements, WASH (Jordan, Lebanon, Syria, ) through Implementing Partner (State/PRM)",0
201847,"Support basic needsm including food, thorugh cash based interventions as well as health and wash activities to restore and strengthen livelihoods in drought crisis",0
186884,"Support to vulnerable farmers through agricultural inputs/kits, capacity building and cash for work schemes to revitalize food production, livelihoods and income in the rural areas of Anbar, Kirkuk, Diyala and Salah Al Din.",0
197468,"Support for Venezuelan refugees and Colombian returnees in the area of health and protection, including integrated cash assistance and child nutrition2018: 100.000,00 2019: 600.000,00 €",0
183300,Support to Palestine Refugees in Syria through providing essential services including quality healthcare and education and emergency cash assistance,0
155543,Support to Palestine Refugees in Syria through providing essential services including quality healthcare and education and emergency cash assistance,0
180318,Provision of integrated food security through restocking and cash for work and nutrition through awareness to most vulnerable drought and sagoar cyclone effected population in Badhan and Taleh Districts.,0
194296,"Durable Solutions, Emergency Response, Health, Humanitarian Coordination and Information Management, Logistics Support and Relief Commodities, Multi-Purpose Cash Assistance, Multi-Sector Assistance, Protection, Shelter and Settlements (State/PRM)",0
191796,"Humanitarian assistance in the fields of nutritition (with Cash-measures), water and sanitation, and shelter for IDPs in Nordshan and Kachin/Myanmar (2019 portion)",0
180506,"Support for Venezuelan refugees and Colombian returnees in the area of health and protection, including integrated cash assistance and child nutrition 2018: 100.000,00 2019: 600.000,00 € (2019 portion) / Atención a migrantes y comunidad receptora en Soledad Atlantico, Bayunca Bolivar y Cúcuta Norte de Santander: en salud, proteción y nutrición: Atención médica general, asistencia psicosocial, espacios amigables para niños, asistencia legal, fortalecimiento institucional, campaña de sencibilización, talleres de nutrición. Entrega de kit de higiene, kit para madres lactantes y gestantes, kit recien nacido, entrega de suplementos alimenticios para niños, entraga de cash (cash for work).",0
166809,"Provision of WASH, Food Security (Cash transfer) and Protection assistance for IDPs and Returnees families in Khas Kuner district of Kuner province and Khugiani district of Nangrahar province",0
166810,"Provision of WASH, Food Security (Cash transfer) and Protection assistance for IDPs and Returnees families in Khas Kuner district of Kuner province and Khugiani district of Nangrahar province",0
166811,"Provision of WASH, Food Security (Cash transfer) and Protection assistance for IDPs and Returnees families in Khas Kuner district of Kuner province and Khugiani district of Nangrahar province",0
196460,"Cash & In-kind assistance for a total of 4265 IDPs/Cash for 1204 HHs,In kind/NFI Support for 2810 IDPs, and shelter repairs support for 250 returnees",0
202487,"Emergency response with shelter kits, food baskets, RTEs, shelter kits, winterization vouchers, NFI, MPGs (funding source. ECHO)",0
199979,"Sudan/CE Darfur: Water, Sanitation and Hygiene,Nutrition,Multipurpose Cash Assistance,Agriculture and Food Security ( USAID/OFDA)",0
202483,"Emergency response with shelter kits, food baskets, RTEs, shelter kits, winterization vouchers, NFI, MPGs (funding source. UK)",0
199322,"Economic Recovery and Market Systems,Multipurpose Cash Assistance,Risk Management Policy and Practice

(USAID/OFDA)",0
174067,"Short-term (voucher & in-kind) food assistance and provision of access to agricultural input/work for 4,805 people in Bashiqa Township",0
167296,"Water trucking,food and cash contributions",0
183705,"Humanitarian assistance in the areas of WASH and cash for work and unconditional cash transfers for Malian refugees and host communities; 2018: 25.460,54 € 2019: 681.098,95 € 2020: 508.440,51 € (2018 portion)",0
183706,"Humanitarian assistance in the areas of WASH and cash for work and unconditional cash transfers for Malian refugees and host communities; 2018: 25.460,54 € 2019: 681.098,95 € 2020: 508.440,51 € (2019 portion)",0
195802,"Supporting earthquake-affected families in Sulawesi in restoring their livelihoods and WASH infrastructure :Water, Sanitation & Hygiene Promotion; Cash Transfer; Prevention & Preparedness",0
176580,"Cash and Resilience (Unconditional Cash, Agricultural Training and Inputs, Tree Nurseries)",0
179077,"Unconditional cash and food, NFI and Wash kits distribution_x000D__x000D_
 Syria - NFI/Shelter (50%), Syria - Food Security/Livelihoods (25%), Syria - WASH (25%)",0
167571,"Cash Project, diversication of livelihoods and market internevtions to strengthen vulnerable households; 2017: 90.000,00 € 2018: 405.000,00 € (AA-S09 321.50 SSD 13/17)",1
167570,"Cash Project, diversication of livelihoods and market internevtions to strengthen vulnerable households; 2017: 90.000,00 € 2018: 405.000,00 € (AA-S09 321.50 SSD 13/17)",0
191867,CASH and shelter support to flood affected families in Blantyre and Chikwawa districts in Malawi. Hygiene promotion campaign. Awareness raising GBV and CPV,0
185359,"Improvement of water supply, cash assistance and protection measures for internally displaced persons, returnees and host communities in Nineva",0
193334,"Cash Assistance for essential needs ($429,304), Safety and Security ($4,614), Capacity and Management Support ($96,809), Protection ($333), Emergency Health ($125,960), Education in Emergencies ($97,128)",0
195768,"Food, Cash for Food, Shelter, WASH, Protection, Capacity Building Multisector in Kachin / Shan - - Myanmar 2019",0
191483,"Improving immediate access to food and restoring livelihood-related food and income sources for drought and conflict affected people through Cash and provision of emergency livestock assistance in Alula and Bargaal Districts of Bari region, Somalia",0
206538,Cash Assistance for essential needs; Education in Emergencies; Emergency Health,0
156899,"Improving food security and livelihoods through distribution of food vouchers, cash for work activities and provision of animal health/fisheries services.",0
183911,"Food emergency and cash help for especially vulnerable persons in Niger; 2018: 4.000.000,00 € 2019: 1.000.000,00 € (2019 portion)",0
204943,Providing Cash and Agricultural support to highly vulnerable agricultural dependent and acutely food insecure families in Mawza district of Taizz governorate and Al-Qafr district of Ibb governorate,0
170310,"Cash for shelter + basic health care, vocational education, fire safety",0
182438,Support to Protect Food Security and Livelihoods through Rehabilitation of Agriculture Infrastructure and Cash for Work programs.,0
187487,"Food assistance, livelihood support, cash",0
198653,"Sudan/CE non-Darfur: Water, Sanitation and Hygiene,Multipurpose Cash Assistance,Agriculture and Food Security ( USAID/OFDA)",0
200900,"Cash-Based Programming, Education, Health, Livelihoods, Mental Health, Protection, Psychosocial Assistance, Shelter, WASH through NGO Partners (Egypt, Iraq, Jordan, Lebanon, Syria, Turkey) (State/PRM)",0
156748,"WASH, NFIs, cash, livelihoods through CARE Canada   (D004409).",0
163356,"""Health, shelter, NFI, WASH, food security and livelihoods_x000D__x000D_
(including unconditional cash) and disaster risk reduction (DRR) assistance to those affected by flooding in Bangladesh.""",0
199650,"Humanitarian assistance to affected population by means of food distribution, cash transfers and treatment and preventment of malnutrition",0
166785,"Supporting new and prolonged IDPs to meet their emergency food, WASH and Education needs in Kandahar and Takhar Provinces of Afghanistan through immediate cash transfer modality, WASH interventions and establishment of children Temporary Learning Space (TLS)",0
166786,"Supporting new and prolonged IDPs to meet their emergency food, WASH and Education needs in Kandahar and Takhar Provinces of Afghanistan through immediate cash transfer modality, WASH interventions and establishment of children Temporary Learning Space (TLS)",0
166787,"Supporting new and prolonged IDPs to meet their emergency food, WASH and Education needs in Kandahar and Takhar Provinces of Afghanistan through immediate cash transfer modality, WASH interventions and establishment of children Temporary Learning Space (TLS)",0
174144,"Aid to victims of conflict in South Sudan (cash, seeds, agriculture & fishing tools, education)",0
195703,Integrated humanitarian aid - in tangible and cash - and disaster risk reduction for those affected by climate-related crises in the Awdal region (2019 portion),0
185789,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",1
176799,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",0
176800,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",0
176802,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",0
176807,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",0
176798,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",0
176801,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",0
176806,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",0
185788,"Provision of crop and vegetable seeds, tools, fishing kits, and agricultural training, cash-based transfers",0
185807,"Provision of crop and vegetable seeds, tools, fishing kits, agriculture trainings, food processing, post harvest management, cash/voucher for assets (roads, dykes), construction of 1 school building, WASH (latrines, boreholes).",0
185806,"Provision of crop and vegetable seeds, tools, fishing kits, agriculture trainings, food processing, post harvest management, cash/voucher for assets (roads, dykes), construction of 1 school building, WASH (latrines, boreholes).",0
195729,"Improve access to food, water, sanitation, health care and nutrition by providing essential goods, services and cash support to vulnerable households of internally displaced people and host communities in Baidoa",0
204862,Emergency Livelihood Cash and Fishery Assistance to targeted highly vulnerable fishery-dependent in Brom Mayfa district of Hadhramaut governorate and Dubab district of Taiz governorate.,0
184356,"Emergency relief, including cash transfers for vulnerable agro-pastoral households in the areas of food security and livestock security in the Kayes areaNew allocation to the financial years as follows :   2018: 346.663,00 €    2019: 148.337,00 € (2018 portion)",0
184357,"Emergency relief, including cash transfers for vulnerable agro-pastoral households in the areas of food security and livestock security in the Kayes areaNew allocation to the financial years as follows : 2018: 346.663,00 € 2019: 148.337,00 € (2019 portion)",0
172492,"Construction of sanitation infrastructure, distribution of hygiene kits, distribution of seeds and food vouchers (seed protection ration)",0
194826,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera",0
194827,"Emergency aid for vulnerable internally displaced persons and host communities through cash transfer, securing livelihoods and WASH activities in South-Central Somalia and Mandera",0
204934,Provision of cash + Agricultural Livelihood interventions to the most vulnerable households at Jabal Ash Sharq district of Dhamar Governorate,0
199914,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
199916,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
199918,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
199922,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
199925,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
203836,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
203837,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
203838,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
203840,Food and Cash-based Assistance for Vulnerable Populations in Somalia,0
174355,"Rehabilitation of water points, WASH support in a health facility, distribution of agricultural inputs for market gardening and distribution of food vouchers (P006155)",0
197575,Cash and WASH support,0
157117,Emergency Distribution of NFIs and Cash Transfer to Returnees and IDPs,0
161970,"Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violencein Iraq 15)_x000D__x000D_
_x000D__x000D_
Shelter-NFI: $ 2,098,608_x000D__x000D_
Protection (psychosocial): $ 386,389_x000D__x000D_
Health: $ 577,730",0
198749,Child protection and multi-purpose cash activities in response to displacements in North West Syria.,0
204886,Livelihood Support through Cash+ Agriculture Assistance Package in Radfan District in Lahj Governorate and Bayhan District in Shabwah Governorate,0
169444,"Agriculture Production for potatoes and vegetables, and Cash For Work",0
200874,"Cash-Based Programming, Child Protection, Education, Gender-Based Violence, Health, Nutrition, WASH, Youth Programs (Egypt, Iraq, Jordan, Lebanon, Turkey) (State/PRM)",1
183219,"Cash for work and unconditional cash, distibution of livelihoods kits and training in Aweil East..from Tearfund",0
155002,"Cash-for-Work, Cash Transfers for Food, Food Vouchers, Local Procurement, Nutrition through IPs (USAID/FFP)",0
199814,Food and Cash-based Assistance for Vulnerable Populations in Somalia (USAID/FFP),0
195369,"1. Provide technical assistance, mobilize partnerships and resources to promote migrant, asylum seeker, refugee and host women’s economic empowerment, opportunities and rights.

2. Provide Portuguese classes; vocational trainings on finance/accounting, business/entrepreneurship development; job counselling and legal advice on work permits and job security and other activities to improve livelihoods and life skills to female-only groups of Venezuelan migrant, asylum seeker refugee women.

3. Provide multi-purpose, unconditional, unrestricted cash to Venezuelan migrant, asylum seeker refugee women to support recovery, resiliency, economic empowerment and relocation. Total amount: € 95,323 (2019: € 67,823; 2020: € 27,500)",0
177918,SI: Livestock vaccination and  treatment activities; distribution of food vouchers.,0
203104,GROWING SAFER: SUPPORTING SCHOOL DISASTER PREVENTION &amp; BUILDING BACK BETTER RECONSTRUCTION (ECHO/-SF/BUD/2019/91020),0
201385,Cash transfers and child protection activities focusing on most vulnerable due to food insecurity,0
201355,"Family Strengthening through Cash Transfer and Child Protection in Baidoa, Somalia",0
157510,Transitional Shelter Solutions and Cash for Work Support,0
181056,Provision of access to life-saving and life-sustaining non-food items and emergency shelter materials to the most vulnerable displaced and returning communities through mobile response across South Sudan and Cash-based modality in Bor South County.,0
183626,"Venezuela Regional/CE: Health,Water, Sanitation and Hygiene,Multipurpose Cash Assistance ( USAID/OFDA)",0
202095,"Shelter upgrading and winterization cash based assistance for IDPs and Host community in 12 Hard to reach districts of Laghman, Nangrahar and Kunar provinces",1
198023,"Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violencein Iraq Financial year 2015: 1.000.000,00 € 2016: 3.000.000,00 € 2017: 5.000.000,00€ 2018: 2.000.000,00€Top up financial year 2017: 4.000.000,00 € 2018: 1.000.000,00 € 2019: 2.000.000,00 € (AA-S05-321.50 IRQ 13/15)",1
167995,"Multi-year basic relief (NFIs and fuel vouchers) for vulnerable IDPs who have fled acute violencein Iraq Financial year 2015: 1.000.000,00 € 2016: 3.000.000,00 € 2017: 5.000.000,00€ 2018: 2.000.000,00€Top up financial year 2017: 4.000.000,00 € 2018: 1.000.000,00 € 2019: 2.000.000,00 € (AA-S05-321.50 IRQ 13/15)",0
200067,"Provide food security and nutrition support to people affected by the humanitarian crisis in Northeast Nigeria through general food, cash and voucher distributions, blanket supplementary feeding, livelihoods, and building government's capacity in disaster risk reduction and emergency preparedness.(part of ECHO/-WF/BUD/2018/91011)",0
